Name,Games Played,Team,League,Position,Season,Age,Goals,Assists,Points,+/-,PIM,EV Goals,PP Goals,SH Goals,GW Goals,Shots,S%,TOI,Goals Per Game,Assists Per Game,Points Per Game,Shots Per Game,OPS,DPS,Point Shares
Ryan Reaves,80,STL,NHL,RW,2016-17,30,7,6,13,4,104,7,0,0,1,58,12.1,711,0.09,0.08,0.16,0.73,0.2,1,1.2
Tobias Rieder,80,ARI,NHL,RW,2016-17,24,16,18,34,-8,6,13,2,1,1,155,10.3,1385,0.2,0.23,0.43,1.94,1.7,1.3,3
Colton Sceviour,80,FLA,NHL,C,2016-17,27,9,15,24,-16,25,5,1,3,1,172,5.2,1171,0.11,0.19,0.3,2.15,0.4,0.9,1.3
Andrej Sekera,80,EDM,NHL,D,2016-17,30,8,27,35,14,18,6,1,1,1,128,6.3,1719,0.1,0.34,0.44,1.6,2.7,4.6,7.3
Damon Severson,80,NJD,NHL,D,2016-17,22,3,28,31,-31,58,3,0,0,1,125,2.4,1628,0.04,0.35,0.39,1.56,1.8,1.6,3.4
Kevin Shattenkirk,80,TOT,NHL,D,2016-17,28,13,43,56,-7,47,5,8,0,2,161,8.1,1595,0.16,0.54,0.7,2.01,5.6,2.8,8.5
Riley Sheahan,80,DET,NHL,C,2016-17,25,2,11,13,-29,14,1,1,0,0,109,1.8,1118,0.03,0.14,0.16,1.36,-1.5,0.2,-1.2
Brady Skjei,80,NYR,NHL,D,2016-17,22,5,34,39,11,42,5,0,0,0,127,3.9,1397,0.06,0.43,0.49,1.59,3.1,3.3,6.4
Reilly Smith,80,FLA,NHL,RW,2016-17,25,15,22,37,-13,17,8,6,1,3,160,9.4,1468,0.19,0.28,0.46,2,1.7,1.4,3.1
Carl Soderberg,80,COL,NHL,C,2016-17,31,6,8,14,-26,22,5,1,0,0,128,4.7,1076,0.08,0.1,0.18,1.6,-0.8,0.4,-0.4
Andrej Sustr,80,TBL,NHL,D,2016-17,26,3,11,14,-10,43,3,0,0,1,93,3.2,1407,0.04,0.14,0.18,1.16,0.1,2.4,2.5
Chris Tierney,80,SJS,NHL,C,2016-17,22,11,12,23,0,6,9,1,1,2,90,12.2,1168,0.14,0.15,0.29,1.13,0.4,1.5,1.9
Jimmy Vesey,80,NYR,NHL,LW,2016-17,23,16,11,27,-13,26,11,5,0,6,116,13.8,1091,0.2,0.14,0.34,1.45,1.7,0.4,2.2
Alexander Wennberg,80,CBJ,NHL,C,2016-17,22,13,46,59,9,21,11,2,0,5,109,11.9,1470,0.16,0.58,0.74,1.36,4,1.9,5.9
Justin Williams,80,WSH,NHL,RW,2016-17,35,24,24,48,14,50,19,5,0,4,167,14.4,1238,0.3,0.3,0.6,2.09,4.4,1.8,6.2
Travis Zajac,80,NJD,NHL,C,2016-17,31,14,31,45,-8,33,7,6,1,1,126,11.1,1578,0.18,0.39,0.56,1.58,2.2,2,4.2
Mats Zuccarello,80,NYR,NHL,RW,2016-17,29,15,44,59,15,26,10,5,0,3,189,7.9,1506,0.19,0.55,0.74,2.36,4,2,6
Patrice Bergeron,79,BOS,NHL,C,2016-17,31,21,32,53,12,24,13,8,0,7,302,7,1534,0.27,0.41,0.67,3.82,4.2,2.5,6.6
Cody Ceci,79,OTT,NHL,D,2016-17,23,2,15,17,-11,20,2,0,0,0,143,1.4,1833,0.03,0.19,0.22,1.81,-0.2,3.4,3.2
Patrick Eaves,79,TOT,NHL,RW,2016-17,32,32,19,51,-2,24,19,13,0,2,209,15.3,1296,0.41,0.24,0.65,2.65,5.6,1.2,6.9
Oliver Ekman-Larsson,79,ARI,NHL,D,2016-17,25,12,27,39,-25,48,4,8,0,1,145,8.3,1945,0.15,0.34,0.49,1.84,3.2,2.4,5.6
Valtteri Filppula,79,TOT,NHL,C,2016-17,32,12,30,42,-1,26,12,0,0,1,97,12.4,1375,0.15,0.38,0.53,1.23,2.1,1.6,3.7
Nick Foligno,79,CBJ,NHL,LW,2016-17,29,26,25,51,-4,55,15,11,0,5,185,14.1,1456,0.33,0.32,0.65,2.34,4.6,1.3,5.9
Dan Hamhuis,79,DAL,NHL,D,2016-17,34,1,15,16,-7,23,0,1,0,0,83,1.2,1529,0.01,0.19,0.2,1.05,0,2.2,2.2
Victor Hedman,79,TBL,NHL,D,2016-17,26,16,56,72,3,47,12,4,0,5,166,9.6,1936,0.2,0.71,0.91,2.1,7.3,4.7,12
Zack Kassian,79,EDM,NHL,RW,2016-17,26,7,17,24,4,101,7,0,0,0,110,6.4,972,0.09,0.22,0.3,1.39,0.8,1.2,2
Adam Larsson,79,EDM,NHL,D,2016-17,24,4,15,19,21,55,4,0,0,0,85,4.7,1592,0.05,0.19,0.24,1.08,0.6,5,5.5
Frans Nielsen,79,DET,NHL,C,2016-17,32,17,24,41,-19,18,11,4,2,0,162,10.5,1355,0.22,0.3,0.52,2.05,2.6,1,3.6
Brooks Orpik,79,WSH,NHL,D,2016-17,36,0,14,14,32,48,0,0,0,0,93,0,1405,0,0.18,0.18,1.18,-0.2,5.2,5
Sam Reinhart,79,BUF,NHL,C,2016-17,21,17,30,47,-11,8,8,9,0,3,178,9.6,1360,0.22,0.38,0.59,2.25,3.3,1.3,4.6
Rasmus Ristolainen,79,BUF,NHL,D,2016-17,22,6,39,45,-9,58,5,1,0,2,186,3.2,2091,0.08,0.49,0.57,2.35,3.1,4.5,7.6
Mark Scheifele,79,WPG,NHL,C,2016-17,23,32,50,82,18,38,25,7,0,5,160,20,1624,0.41,0.63,1.04,2.03,8.1,2.2,10.3
Brayden Schenn,79,PHI,NHL,C,2016-17,25,25,30,55,-13,38,8,17,0,7,178,14,1407,0.32,0.38,0.7,2.25,4.9,1.2,6.2
Brent Seabrook,79,CHI,NHL,D,2016-17,31,3,36,39,5,26,1,2,0,0,131,2.3,1729,0.04,0.46,0.49,1.66,2.5,3.5,6
Jakob Silfverberg,79,ANA,NHL,RW,2016-17,26,23,26,49,10,20,17,5,1,5,227,10.1,1460,0.29,0.33,0.62,2.87,4,2.1,6.1
Jeff Skinner,79,CAR,NHL,LW,2016-17,24,37,26,63,-3,28,30,7,0,4,281,13.2,1401,0.47,0.33,0.8,3.56,7.1,1.7,8.8
Chris Stewart,79,MIN,NHL,RW,2016-17,29,13,8,21,3,94,13,0,0,0,82,15.9,821,0.16,0.1,0.27,1.04,1.5,0.8,2.3
Joe Thornton,79,SJS,NHL,C,2016-17,37,7,43,50,7,51,6,1,0,0,81,8.6,1427,0.09,0.54,0.63,1.03,2.2,2.1,4.3
Jason Zucker,79,MIN,NHL,LW,2016-17,25,22,25,47,34,30,21,1,0,3,172,12.8,1208,0.28,0.32,0.59,2.18,4.3,2.5,6.7
Josh Anderson,78,CBJ,NHL,RW,2016-17,22,17,12,29,12,89,17,0,0,3,119,14.3,938,0.22,0.15,0.37,1.53,2.6,1.5,4
Tyler Bozak,78,TOR,NHL,C,2016-17,30,18,37,55,-1,30,11,7,0,1,145,12.4,1282,0.23,0.47,0.71,1.86,4.6,1.2,5.8
Christian Dvorak,78,ARI,NHL,LW,2016-17,20,15,18,33,7,22,13,2,0,1,88,17,1218,0.19,0.23,0.42,1.13,1.9,1.7,3.6
Scott Hartnell,78,CBJ,NHL,LW,2016-17,34,13,24,37,14,63,11,2,0,1,104,12.5,941,0.17,0.31,0.47,1.33,3,1.5,4.6
Andrew Ladd,78,NYI,NHL,LW,2016-17,31,23,8,31,-14,45,19,3,1,4,142,16.2,1262,0.29,0.1,0.4,1.82,2.6,0.6,3.1
Mark Letestu,78,EDM,NHL,C,2016-17,31,16,19,35,-2,17,3,11,2,6,120,13.3,1111,0.21,0.24,0.45,1.54,2.6,1.1,3.7
Torrey Mitchell,78,MTL,NHL,C,2016-17,32,8,9,17,5,38,8,0,0,1,68,11.8,983,0.1,0.12,0.22,0.87,0,1.3,1.3
Matt Niskanen,78,WSH,NHL,D,2016-17,30,5,34,39,20,32,4,1,0,2,154,3.2,1730,0.06,0.44,0.5,1.97,2.7,4.8,7.4
Tomas Plekanec,78,MTL,NHL,C,2016-17,34,10,18,28,10,24,5,3,2,3,139,7.2,1312,0.13,0.23,0.36,1.78,0.5,1.9,2.4
Jason Pominville,78,MIN,NHL,RW,2016-17,34,13,34,47,2,4,13,0,0,2,176,7.4,1110,0.17,0.44,0.6,2.26,3.5,1,4.6
Brett Ritchie,78,DAL,NHL,RW,2016-17,23,16,8,24,11,38,15,1,0,2,167,9.6,1006,0.21,0.1,0.31,2.14,1.6,1.4,3.1
Luke Schenn,78,ARI,NHL,D,2016-17,27,1,7,8,-9,85,1,0,0,0,94,1.1,1408,0.01,0.09,0.1,1.21,-0.8,2.5,1.7
Justin Schultz,78,PIT,NHL,D,2016-17,26,12,39,51,27,34,9,3,0,1,154,7.8,1595,0.15,0.5,0.65,1.97,5,4.2,9.2
Jaden Schwartz,78,STL,NHL,LW,2016-17,24,19,36,55,14,18,16,3,0,4,179,10.6,1475,0.24,0.46,0.71,2.29,4.1,2.3,6.4
Craig Smith,78,NSH,NHL,RW,2016-17,27,12,17,29,7,30,10,2,0,1,155,7.7,1078,0.15,0.22,0.37,1.99,1.6,1.4,3
Ryan Spooner,78,BOS,NHL,C,2016-17,25,11,28,39,-8,14,8,3,0,3,145,7.6,1099,0.14,0.36,0.5,1.86,2.6,1.1,3.7
Kyle Turris,78,OTT,NHL,C,2016-17,27,27,28,55,-3,47,21,6,0,6,185,14.6,1521,0.35,0.36,0.71,2.37,4.9,1.7,6.5
Joel Ward,78,SJS,NHL,RW,2016-17,36,10,19,29,-2,30,7,1,2,2,105,9.5,1244,0.13,0.24,0.37,1.35,0.8,1.5,2.2
Shea Weber,78,MTL,NHL,D,2016-17,31,17,25,42,20,38,5,12,0,4,183,9.3,1955,0.22,0.32,0.54,2.35,4.1,6,10.1
Zach Werenski,78,CBJ,NHL,D,2016-17,19,11,36,47,17,14,7,4,0,1,188,5.9,1631,0.14,0.46,0.6,2.41,4.5,4.5,9.1
Scott Wilson,78,PIT,NHL,LW,2016-17,24,8,18,26,0,32,8,0,0,1,127,6.3,854,0.1,0.23,0.33,1.63,1.4,0.6,2
Jamie Benn,77,DAL,NHL,LW,2016-17,27,26,43,69,-9,66,13,12,1,4,201,12.9,1492,0.34,0.56,0.9,2.61,6.4,1.1,7.5
Blake Comeau,77,COL,NHL,LW,2016-17,30,8,12,20,-19,58,5,2,1,1,103,7.8,1154,0.1,0.16,0.26,1.34,-0.1,0.8,0.7
Matt Duchene,77,COL,NHL,C,2016-17,26,18,23,41,-34,12,14,3,1,3,160,11.3,1409,0.23,0.3,0.53,2.08,2.6,0.5,3.1
Erik Karlsson,77,OTT,NHL,D,2016-17,26,17,54,71,10,28,13,4,0,5,218,7.8,2066,0.22,0.7,0.92,2.83,7.2,5.7,12.9
Mitch Marner,77,TOR,NHL,C,2016-17,19,19,42,61,0,38,15,4,0,5,176,10.8,1294,0.25,0.55,0.79,2.29,5.4,1.2,6.6
Jordan Martinook,77,ARI,NHL,LW,2016-17,24,11,14,25,-8,40,9,1,1,2,109,10.1,1207,0.14,0.18,0.32,1.42,0.6,1.1,1.7
Ryan McDonagh,77,NYR,NHL,D,2016-17,27,6,36,42,20,37,4,1,1,1,153,3.9,1876,0.08,0.47,0.55,1.99,3,4.8,7.8
Adam McQuaid,77,BOS,NHL,D,2016-17,30,2,8,10,4,71,2,0,0,1,64,3.1,1405,0.03,0.1,0.13,0.83,-0.4,3.7,3.3
Connor Murphy,77,ARI,NHL,D,2016-17,23,2,15,17,-13,45,1,0,1,1,81,2.5,1477,0.03,0.19,0.22,1.05,0.3,2.3,2.5
Nick Ritchie,77,ANA,NHL,LW,2016-17,21,14,14,28,4,62,13,1,0,3,149,9.4,1000,0.18,0.18,0.36,1.94,1.9,1.3,3.2
John Tavares,77,NYI,NHL,C,2016-17,26,28,38,66,4,38,20,7,1,3,260,10.8,1572,0.36,0.49,0.86,3.38,6.2,1.6,7.8
Austin Watson,77,NSH,NHL,LW,2016-17,25,5,12,17,14,99,5,0,0,0,90,5.6,957,0.06,0.16,0.22,1.17,-0.2,1.6,1.4
Mathew Dumba,76,MIN,NHL,D,2016-17,22,11,23,34,15,59,5,6,0,1,131,8.4,1545,0.14,0.3,0.45,1.72,3.1,3.9,6.9
Alexei Emelin,76,MTL,NHL,D,2016-17,30,2,8,10,1,71,2,0,0,0,82,2.4,1620,0.03,0.11,0.13,1.08,-0.7,3.7,3
Micheal Ferland,76,CGY,NHL,LW,2016-17,24,15,10,25,-1,50,13,2,0,1,106,14.2,879,0.2,0.13,0.33,1.39,1.9,1,2.9
Shayne Gostisbehere,76,PHI,NHL,D,2016-17,23,7,32,39,-21,32,5,2,0,1,198,3.5,1489,0.09,0.42,0.51,2.61,3.2,2,5.2
Michael Grabner,76,NYR,NHL,RW,2016-17,29,27,13,40,22,10,26,0,1,3,162,16.7,1071,0.36,0.17,0.53,2.13,4.4,1.9,6.3
Ryan Hartman,76,CHI,NHL,LW,2016-17,22,19,12,31,13,70,18,1,0,4,170,11.2,970,0.25,0.16,0.41,2.24,2.8,1.4,4.2
Kevin Hayes,76,NYR,NHL,RW,2016-17,24,17,32,49,10,18,15,1,1,4,143,11.9,1258,0.22,0.42,0.64,1.88,3.8,1.6,5.3
Thomas Hickey,76,NYI,NHL,D,2016-17,27,4,16,20,-1,35,4,0,0,2,87,4.6,1331,0.05,0.21,0.26,1.14,1,2.2,3.2
Anze Kopitar,76,LAK,NHL,C,2016-17,29,12,40,52,-10,28,7,5,0,0,150,8,1578,0.16,0.53,0.68,1.97,2.6,1.9,4.6
Jake McCabe,76,BUF,NHL,D,2016-17,23,3,17,20,-7,26,2,1,0,1,79,3.8,1574,0.04,0.22,0.26,1.04,0.6,3.4,4
Gustav Nyquist,76,DET,NHL,RW,2016-17,27,12,36,48,0,18,10,2,0,2,165,7.3,1325,0.16,0.47,0.63,2.17,2.9,1.7,4.7
Alexander Radulov,76,MTL,NHL,RW,2016-17,30,18,36,54,10,62,12,6,0,2,147,12.2,1390,0.24,0.47,0.71,1.93,4.1,2,6.1
Morgan Rielly,76,TOR,NHL,D,2016-17,22,6,21,27,-20,21,5,1,0,1,171,3.5,1685,0.08,0.28,0.36,2.25,1.6,1.3,2.9
Jared Spurgeon,76,MIN,NHL,D,2016-17,27,10,28,38,33,20,9,1,0,2,144,6.9,1827,0.13,0.37,0.5,1.89,3,5.9,8.9
Alex Steen,76,STL,NHL,LW,2016-17,32,16,35,51,-2,53,13,3,0,2,117,13.7,1467,0.21,0.46,0.67,1.54,3.3,1.6,5
Matthew Tkachuk,76,CGY,NHL,LW,2016-17,19,13,35,48,14,105,10,3,0,2,142,9.2,1114,0.17,0.46,0.63,1.87,3.5,1.9,5.4
Chris Wideman,76,OTT,NHL,D,2016-17,27,5,12,17,7,46,4,1,0,1,123,4.1,1061,0.07,0.16,0.22,1.62,1.1,3.1,4.2
Brian Boyle,75,TOT,NHL,C,2016-17,32,13,12,25,3,66,10,3,0,2,131,9.9,977,0.17,0.16,0.33,1.75,1.4,1.2,2.7
Alexandre Burrows,75,TOT,NHL,LW,2016-17,35,15,16,31,3,62,14,1,0,2,143,10.5,1099,0.2,0.21,0.41,1.91,2.1,1.5,3.6
Zdeno Chara,75,BOS,NHL,D,2016-17,39,10,19,29,18,59,7,1,2,0,136,7.4,1750,0.13,0.25,0.39,1.81,2.3,5.7,8
Sidney Crosby,75,PIT,NHL,C,2016-17,29,44,45,89,17,24,30,14,0,5,255,17.3,1491,0.59,0.6,1.19,3.4,10.5,1.7,12.3
Justin Faulk,75,CAR,NHL,D,2016-17,24,17,20,37,-18,32,13,4,0,2,225,7.6,1736,0.23,0.27,0.49,3,3.8,2.8,6.6
Zemgus Girgensons,75,BUF,NHL,C,2016-17,23,7,9,16,-7,18,7,0,0,0,112,6.3,987,0.09,0.12,0.21,1.49,-0.2,1,0.8
Mikhail Grigorenko,75,COL,NHL,C,2016-17,22,10,13,23,-14,18,10,0,0,0,85,11.8,1057,0.13,0.17,0.31,1.13,0.7,0.9,1.6
Seth Jones,75,CBJ,NHL,D,2016-17,22,12,30,42,6,24,11,1,0,3,152,7.9,1755,0.16,0.4,0.56,2.03,3.9,3.9,7.8
Chris Kreider,75,NYR,NHL,LW,2016-17,25,28,25,53,6,58,22,6,0,4,186,15.1,1275,0.37,0.33,0.71,2.48,5.4,1.4,6.8
Jon Marchessault,75,FLA,NHL,C,2016-17,26,30,21,51,-21,38,22,8,0,6,193,15.5,1268,0.4,0.28,0.68,2.57,5.4,0.8,6.2
Ondrej Palat,75,TBL,NHL,LW,2016-17,25,17,35,52,8,39,12,5,0,3,162,10.5,1434,0.23,0.47,0.69,2.16,3.6,2,5.6
David Pastrnak,75,BOS,NHL,RW,2016-17,20,34,36,70,11,34,24,10,0,6,262,13,1349,0.45,0.48,0.93,3.49,8.1,2.2,10.3
Roman Polak,75,TOR,NHL,D,2016-17,30,4,7,11,10,65,4,0,0,1,64,6.3,1344,0.05,0.09,0.15,0.85,0,3.2,3.2
Mikko Rantanen,75,COL,NHL,RW,2016-17,20,20,18,38,-25,22,16,4,0,2,133,15,1354,0.27,0.24,0.51,1.77,2.6,0.8,3.5
Jordan Staal,75,CAR,NHL,C,2016-17,28,16,29,45,-1,38,11,4,1,3,164,9.8,1400,0.21,0.39,0.6,2.19,2.8,1.8,4.6
Viktor Stalberg,75,TOT,NHL,LW,2016-17,31,11,5,16,-9,41,8,1,2,2,101,10.9,915,0.15,0.07,0.21,1.35,0.4,0.8,1.2
Marc-Edouard Vlasic,75,SJS,NHL,D,2016-17,29,6,22,28,4,35,5,1,0,2,144,4.2,1593,0.08,0.29,0.37,1.92,1.7,4.1,5.8
David Backes,74,BOS,NHL,RW,2016-17,32,17,21,38,2,69,15,2,0,2,175,9.7,1267,0.23,0.28,0.51,2.36,2.7,1.7,4.5
Tyson Barrie,74,COL,NHL,D,2016-17,25,7,31,38,-34,18,6,1,0,2,182,3.8,1725,0.09,0.42,0.51,2.46,2.8,1.6,4.4
Nathan Beaulieu,74,MTL,NHL,D,2016-17,24,4,24,28,8,44,2,2,0,1,118,3.4,1442,0.05,0.32,0.38,1.59,1.7,3.9,5.6
Troy Brouwer,74,CGY,NHL,RW,2016-17,31,13,12,25,-11,31,7,5,1,2,86,15.1,1200,0.18,0.16,0.34,1.16,0.7,1,1.7
Shane Doan,74,ARI,NHL,RW,2016-17,40,6,21,27,-3,48,3,3,0,0,144,4.2,1114,0.08,0.28,0.36,1.95,0.5,1.2,1.7
Ryan Getzlaf,74,ANA,NHL,C,2016-17,31,15,58,73,7,49,7,6,2,3,138,10.9,1559,0.2,0.78,0.99,1.86,5.5,2.1,7.6
Luke Glendening,74,DET,NHL,C,2016-17,27,3,11,14,-10,26,3,0,0,0,76,3.9,956,0.04,0.15,0.19,1.03,-0.8,0.8,0
Mike Hoffman,74,OTT,NHL,LW,2016-17,27,26,35,61,17,51,13,13,0,8,224,11.6,1302,0.35,0.47,0.82,3.03,6,2.2,8.3
Matt Irwin,74,NSH,NHL,D,2016-17,29,3,11,14,15,26,3,0,0,1,98,3.1,1204,0.04,0.15,0.19,1.32,0.4,3.6,4
Nikita Kucherov,74,TBL,NHL,RW,2016-17,23,40,45,85,13,38,23,17,0,7,246,16.3,1438,0.54,0.61,1.15,3.32,9.7,2.2,12
Vladislav Namestnikov,74,TBL,NHL,C,2016-17,24,10,18,28,-4,31,7,3,0,0,114,8.8,1094,0.14,0.24,0.38,1.54,1.1,1.1,2.2
David Savard,74,CBJ,NHL,D,2016-17,26,6,17,23,33,44,6,0,0,0,135,4.4,1616,0.08,0.23,0.31,1.82,1.3,5.8,7.1
Zack Smith,74,OTT,NHL,C,2016-17,28,16,16,32,6,61,11,1,4,1,137,11.7,1212,0.22,0.22,0.43,1.85,1.9,1.7,3.6
Kyle Clifford,73,LAK,NHL,LW,2016-17,26,6,6,12,-2,92,6,0,0,0,122,4.9,783,0.08,0.08,0.16,1.67,-0.2,1.1,0.9
Logan Couture,73,SJS,NHL,C,2016-17,27,25,27,52,11,12,14,11,0,3,174,14.4,1285,0.34,0.37,0.71,2.38,4.8,2.1,6.9
Jonathan Drouin,73,TBL,NHL,LW,2016-17,21,21,32,53,-13,16,12,9,0,6,183,11.5,1293,0.29,0.44,0.73,2.51,4.5,1,5.5
Niklas Hjalmarsson,73,CHI,NHL,D,2016-17,29,5,13,18,12,20,5,0,0,0,61,8.2,1569,0.07,0.18,0.25,0.84,0.6,3.8,4.4
Marian Hossa,73,CHI,NHL,RW,2016-17,38,26,19,45,7,8,20,5,1,7,167,15.6,1231,0.36,0.26,0.62,2.29,4.4,1.4,5.8
Patrik Laine,73,WPG,NHL,RW,2016-17,18,36,28,64,7,26,27,9,0,5,204,17.6,1308,0.49,0.38,0.88,2.79,7.4,1.5,8.9
Artturi Lehkonen,73,MTL,NHL,LW,2016-17,21,18,10,28,-1,8,15,2,1,3,158,11.4,1012,0.25,0.14,0.38,2.16,2.3,1.1,3.4
Esa Lindell,73,DAL,NHL,D,2016-17,22,6,12,18,8,22,6,0,0,2,99,6.1,1597,0.08,0.16,0.25,1.36,0.7,3.6,4.2
Andrew MacDonald,73,PHI,NHL,D,2016-17,30,2,16,18,-5,26,2,0,0,0,65,3.1,1468,0.03,0.22,0.25,0.89,0.4,3.3,3.7
Kyle Quincey,73,TOT,NHL,D,2016-17,31,6,9,15,4,51,6,0,0,0,79,7.6,1306,0.08,0.12,0.21,1.08,0.7,3.5,4.2
Dennis Seidenberg,73,NYI,NHL,D,2016-17,35,5,17,22,25,32,5,0,0,0,89,5.6,1418,0.07,0.23,0.3,1.22,1.3,4.5,5.8
Anton Stralman,73,TBL,NHL,D,2016-17,30,5,17,22,1,20,4,1,0,0,130,3.8,1672,0.07,0.23,0.3,1.78,0.9,3.9,4.8
Scottie Upshall,73,STL,NHL,RW,2016-17,33,10,8,18,-1,45,8,0,2,1,85,11.8,802,0.14,0.11,0.25,1.16,0.9,0.9,1.8
Yannick Weber,73,NSH,NHL,D,2016-17,28,1,7,8,1,25,1,0,0,1,72,1.4,870,0.01,0.1,0.11,0.99,-0.1,1.8,1.7
Tommy Wingels,73,TOT,NHL,C,2016-17,28,7,5,12,-11,27,7,0,0,2,81,8.6,767,0.1,0.07,0.16,1.11,-0.1,0.5,0.4
John Carlson,72,WSH,NHL,D,2016-17,27,9,28,37,7,10,6,3,0,3,180,5,1635,0.13,0.39,0.51,2.5,3,3.5,6.5
Lawson Crouse,72,ARI,NHL,LW,2016-17,19,5,7,12,-20,48,4,0,1,2,84,6,856,0.07,0.1,0.17,1.17,-0.5,0.2,-0.3
Matt Cullen,72,PIT,NHL,C,2016-17,40,13,18,31,4,30,9,2,2,2,93,14,1002,0.18,0.25,0.43,1.29,2,0.9,2.9
Mike Fisher,72,NSH,NHL,C,2016-17,36,18,24,42,1,55,11,7,0,3,120,15,1196,0.25,0.33,0.58,1.67,3.4,1.3,4.7
Johnny Gaudreau,72,CGY,NHL,LW,2016-17,23,18,43,61,-7,4,14,4,0,3,182,9.9,1331,0.25,0.6,0.85,2.53,4.8,1.3,6.1
Mike Green,72,DET,NHL,D,2016-17,31,14,22,36,-20,40,11,3,0,2,125,11.2,1696,0.19,0.31,0.5,1.74,3.4,2.4,5.8
Ron Hainsey,72,TOT,NHL,D,2016-17,35,4,13,17,-8,21,3,0,1,1,71,5.6,1586,0.06,0.18,0.24,0.99,0.3,2.8,3.2
Taylor Hall,72,NJD,NHL,LW,2016-17,25,20,33,53,-9,32,13,7,0,4,238,8.4,1392,0.28,0.46,0.74,3.31,4.3,1.7,5.9
Erik Haula,72,MIN,NHL,C,2016-17,25,15,11,26,5,28,14,1,0,4,134,11.2,995,0.21,0.15,0.36,1.86,1.8,1.1,2.8
Matt Hunwick,72,TOR,NHL,D,2016-17,31,1,18,19,8,18,1,0,0,0,73,1.4,1294,0.01,0.25,0.26,1.01,0.6,2.9,3.6
Roman Josi,72,NSH,NHL,D,2016-17,26,12,37,49,7,18,5,7,0,1,217,5.5,1805,0.17,0.51,0.68,3.01,4.6,4.1,8.7
Nikolai Kulemin,72,NYI,NHL,LW,2016-17,30,12,11,23,3,18,10,1,1,4,74,16.2,995,0.17,0.15,0.32,1.03,1.2,1.1,2.2
Gabriel Landeskog,72,COL,NHL,LW,2016-17,24,18,15,33,-25,62,12,5,1,2,169,10.7,1352,0.25,0.21,0.46,2.35,1.9,0.8,2.7
Elias Lindholm,72,CAR,NHL,C,2016-17,22,11,34,45,-2,16,8,2,1,0,151,7.3,1309,0.15,0.47,0.63,2.1,2.5,1.6,4.1
Jamie McGinn,72,ARI,NHL,LW,2016-17,28,9,8,17,-23,23,9,0,0,2,116,7.8,948,0.13,0.11,0.24,1.61,0.2,0.2,0.4
Ryan O'Reilly,72,BUF,NHL,C,2016-17,25,20,35,55,-1,10,11,8,1,3,189,10.6,1545,0.28,0.49,0.76,2.63,4,1.9,6
Marc Staal,72,NYR,NHL,D,2016-17,30,3,7,10,9,34,3,0,0,0,70,4.3,1381,0.04,0.1,0.14,0.97,-0.3,3.1,2.8
Jonathan Toews,72,CHI,NHL,C,2016-17,28,21,37,58,7,35,15,6,0,5,199,10.6,1451,0.29,0.51,0.81,2.76,4.7,1.6,6.3
Antoine Vermette,72,ANA,NHL,C,2016-17,34,9,19,28,-7,42,4,5,0,1,88,10.2,1145,0.13,0.26,0.39,1.22,0.9,1.1,2
Daniel Winnik,72,WSH,NHL,LW,2016-17,31,12,13,25,15,49,10,0,2,3,82,14.6,930,0.17,0.18,0.35,1.14,1.4,1.5,3
Jordie Benn,71,TOT,NHL,D,2016-17,29,4,13,17,-4,28,4,0,0,1,68,5.9,1298,0.06,0.18,0.24,0.96,0.7,2.1,2.8
Ryan Ellis,71,NSH,NHL,D,2016-17,26,16,22,38,17,29,11,4,1,3,140,11.4,1701,0.23,0.31,0.54,1.97,4,4.7,8.7
Martin Hanzal,71,TOT,NHL,C,2016-17,29,20,19,39,-17,53,15,5,0,2,169,11.8,1258,0.28,0.27,0.55,2.38,3,0.7,3.7
Ben Hutton,71,VAN,NHL,D,2016-17,23,5,14,19,-22,31,3,2,0,1,130,3.8,1455,0.07,0.2,0.27,1.83,0.9,2,2.9
Chris Kunitz,71,PIT,NHL,LW,2016-17,37,9,20,29,0,36,9,0,0,3,134,6.7,1101,0.13,0.28,0.41,1.89,1.1,0.8,1.9
Rickard Rakell,71,ANA,NHL,C,2016-17,23,33,18,51,10,12,28,5,0,10,177,18.6,1234,0.46,0.25,0.72,2.49,6,1.9,7.8
Marco Scandella,71,MIN,NHL,D,2016-17,26,4,9,13,-2,25,4,0,0,0,88,4.5,1302,0.06,0.13,0.18,1.24,0.3,2,2.3
Troy Stecher,71,VAN,NHL,D,2016-17,22,3,21,24,-16,25,2,1,0,0,125,2.4,1419,0.04,0.3,0.34,1.76,1.3,2.4,3.7
Mark Stone,71,OTT,NHL,RW,2016-17,24,22,32,54,12,25,16,6,0,5,134,16.4,1318,0.31,0.45,0.76,1.89,4.8,2.1,6.8
Sami Vatanen,71,ANA,NHL,D,2016-17,25,3,21,24,3,30,1,2,0,0,117,2.6,1538,0.04,0.3,0.34,1.65,1.1,3.8,4.9
Mark Borowiecki,70,OTT,NHL,D,2016-17,27,1,2,3,-3,154,1,0,0,0,50,2,981,0.01,0.03,0.04,0.71,-0.8,2,1.3
Nic Dowd,70,LAK,NHL,C,2016-17,26,6,16,22,-15,25,5,1,0,2,78,7.7,872,0.09,0.23,0.31,1.11,0.6,0.7,1.3
Brian Dumoulin,70,PIT,NHL,D,2016-17,25,1,14,15,0,14,1,0,0,0,78,1.3,1438,0.01,0.2,0.21,1.11,0,1.8,1.7
